"gene","per_1","per_2","per_3","control_1","control_2","control_3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_01418",63143,63306,40330,41787,46979,7103,37660.3289445193,0.819643992478335,0.24876808857592,3.2948116342832,0.000984876737105493,0.00258964064509813
"SAOUHSC_01419",11730,9466,8539,13809,16350,2020,8656.86702732738,-0.0289417967307426,0.207241008739141,-0.139652846252897,0.888934284432438,0.913063499863531
"SAOUHSC_01420",5610,4909,3645,11696,12873,1672,5623.34784185789,-0.818189937368766,0.231473910358299,-3.53469613963097,0.000408244324527155,0.0011700613955438
"SAOUHSC_01421",22,12,23,68,96,3,26.8863401364001,-1.25706773114907,0.593691312216541,-2.1173759920047,0.0342279500890639,0.0607127565778165
"SAOUHSC_01422",27,29,14,64,102,12,34.3698317680312,-1.29113502720362,0.425120384671192,-3.03710448559705,0.00238862642779716,0.00569080000055331
"SAOUHSC_01423",2630,2345,2037,4566,5172,752,2492.43092757126,-0.540453481744959,0.199752087212129,-2.70562119919687,0.00681767648899829,0.0144723197664834
"SAOUHSC_01424",2691,2765,2156,5470,8921,943,3154.1772237426,-0.886500615339689,0.26315062891711,-3.36879535111781,0.000754974617300429,0.00204485344997035
"SAOUHSC_01425",833,879,645,1862,2419,866,1325.87671707826,-1.51665205574199,0.440266703934763,-3.44484841162714,0.000571379731159849,0.00159558553803034
"SAOUHSC_01427",3556,2472,2467,6510,8297,906,3303.22786414472,-0.77797721968483,0.233496385032307,-3.33185980407014,0.000862677031949204,0.00230470683521371
"SAOUHSC_01429",5180,5072,2595,11144,8729,4402,6697.08750480543,-1.40579766209993,0.499635251495506,-2.81364787190676,0.00489828518055571,0.0108476866890848
"SAOUHSC_01430",8677,7937,4226,18759,17694,5256,10070.7569732902,-1.25962702338349,0.380286947136696,-3.31230675380167,0.000925300270880423,0.00244530263893602
"SAOUHSC_01431",4421,3543,2448,9888,11611,1370,4555.81814820733,-1.05157098209708,0.255639008590339,-4.11349968807858,3.89705567896452e-05,0.000137875506473934
"SAOUHSC_01432",8092,7853,4004,20264,28653,8939,13454.0211427061,-1.89752231971394,0.440239244188504,-4.31020710843636,1.63101720787198e-05,6.24426089406708e-05
"SAOUHSC_01433",2177,2038,1289,8810,10773,1739,3893.26738611113,-1.97444064864594,0.247748806054778,-7.96952639283106,1.59283610894485e-15,2.66595838490705e-14
"SAOUHSC_01434",1721,1546,958,5871,9579,620,2553.65143665142,-1.69218296266288,0.378949742493985,-4.46545484244456,7.9898824220709e-06,3.25453713011344e-05
"SAOUHSC_01435",1754,1643,1081,4756,5357,1063,2354.930267641,-1.40996308646855,0.266516641366667,-5.29033789124168,1.22090593807802e-07,7.14533768803329e-07
"SAOUHSC_01436",2797,1991,2093,2026,2159,495,1734.73032724021,0.41701256199164,0.26933365371779,1.54831212600186,0.121547166356076,0.182916225565253
"SAOUHSC_01437",6531,5094,4753,6567,7206,1178,4522.03036280142,0.12543633939171,0.18951629944694,0.661876259497294,0.508050527727347,0.591404337002275
"SAOUHSC_01438",1282,842,864,1680,1972,201,929.118219772989,-0.239444768767546,0.270167486754922,-0.886282696869275,0.375465210705009,0.466606218539162
"SAOUHSC_01439",780,563,649,1224,1764,57,627.775710756271,-0.243523955614742,0.52633722554089,-0.462676671528381,0.643596142255404,0.716601077794823
"SAOUHSC_01440",4527,3295,4743,1047,1228,48,2104.25523069965,2.79136541271412,0.51685549237058,5.40066895663892,6.63928463765017e-08,4.07886404444814e-07
"SAOUHSC_01441",21,7,14,25,16,26,26.6612165143348,-1.70516766409644,0.870972225846229,-1.95777501680919,0.0502564182010274,0.0847124002084459
"SAOUHSC_01443",91,54,38,112,178,27,71.8565762061959,-0.835996700113558,0.356835599723834,-2.34280632526733,0.019139315386969,0.0365031062639707
"SAOUHSC_01447",80460,58049,65927,11713,12279,2276,33478.8103188357,2.91704168809912,0.228099368651277,12.788468926272,1.90183781139082e-37,1.90988404828516e-35
"SAOUHSC_01448",1090,718,788,1473,1162,231,794.834342915694,-0.180436156400031,0.281427579338015,-0.641145963108733,0.521427853961027,0.603478779562164
"SAOUHSC_01450",1195,642,848,1662,2020,345,978.249650963839,-0.632261079535463,0.262731388855139,-2.40649235818591,0.0161065409923144,0.0312670472348943
"SAOUHSC_01451",729,384,432,1261,1411,421,758.977283064943,-1.30086517680437,0.374714558905695,-3.47161631670619,0.000517335157677959,0.00145713279039606
"SAOUHSC_01452",393,223,237,637,563,262,411.261491824637,-1.25237986349873,0.470478235288385,-2.66192943597288,0.00776941641483599,0.0162677997266534
"SAOUHSC_01454",2191,1763,1459,4621,5969,1069,2533.20491472006,-1.17426195851524,0.220187948840712,-5.33299830757189,9.66042123205808e-08,5.75875795363097e-07
"SAOUHSC_01455",6118,4903,4217,12939,16107,946,5762.08860981016,-0.705960528149455,0.401703328216248,-1.75741767259996,0.0788466432072489,0.125682897078221
"SAOUHSC_01456",1328,1269,951,609,710,119,723.687180887311,1.29059581404657,0.231562911370793,5.57341331738567,2.49795971794774e-08,1.64701333928322e-07
"SAOUHSC_01459",812,673,629,735,834,82,518.982763105282,0.504095470689864,0.279821194798422,1.80149138114075,0.071625464560235,0.11565497091328
"SAOUHSC_01460",1797,1893,1368,1723,1269,187,1168.39130673971,0.758272265955089,0.331356163435885,2.2883904077487,0.0221147957533405,0.04124409407998
"SAOUHSC_01462",11907,11806,8833,15353,19562,1505,9237.75162840111,0.0609681729748802,0.339997827896849,0.179319301396764,0.857686992161181,0.888773735655775
"SAOUHSC_01463",10022,10968,6878,14894,17883,1874,8582.31315520411,-0.17151709996359,0.298673698203438,-0.574262484427949,0.565790191819678,0.644637366534998
"SAOUHSC_01464",4475,4121,2678,5550,6638,283,3046.79829548657,0.176042288357572,0.493800125505079,0.3565051511024,0.721462295158149,0.785545476504556
"SAOUHSC_01466",33000,31975,28114,16377,11003,1824,17617.0328888651,1.7431931558562,0.329985044821755,5.28264290521955,1.27333438720884e-07,7.42115197545151e-07
"SAOUHSC_01467",210382,201464,182938,111412,79891,19652,119322.765382828,1.41229104188557,0.312648448307929,4.51718551468579,6.26669996140541e-06,2.60962577340184e-05
"SAOUHSC_01468",2740,2132,1972,1923,1877,114,1451.62315017233,1.0722963412013,0.428511834191582,2.5023727599595,0.0123363960534043,0.0246633461680235
"SAOUHSC_01469",5493,4642,3407,3474,2802,293,2784.04042917131,1.19930246506423,0.355464584587284,3.37390141540174,0.000741109042500099,0.00201356473461785
"SAOUHSC_01470",4058,3475,2554,3221,3307,255,2283.63213204464,0.786563458413225,0.369618696409144,2.1280402372897,0.0333337475949757,0.059207085013933
"SAOUHSC_01471",8451,6548,5781,13715,12387,2988,7589.13266084745,-0.625220080881849,0.275632683779983,-2.26830894039009,0.0233103833916275,0.0431655397415174
"SAOUHSC_01472",6867,4232,4217,5948,5901,735,3868.93761186608,0.361427303272156,0.264429284365293,1.36682026024344,0.17168165070727,0.245757012059585
"SAOUHSC_01473",1502,1131,887,2223,2644,225,1143.47002747036,-0.359522213876935,0.317857610239961,-1.13107945915003,0.258021648974571,0.34513039214785
"SAOUHSC_01474",2207,1451,1284,2560,2363,351,1435.63950386585,-0.0666781026277995,0.255169390200273,-0.261309174174325,0.793854092322173,0.839660760313417
"SAOUHSC_01475",2711,1802,1470,2989,2536,478,1726.45785910176,-0.0533401491383267,0.272207452928872,-0.195954036395412,0.844646142103977,0.878633895232463
"SAOUHSC_01476",668,476,324,870,1006,86,454.432211322127,-0.264845947613813,0.344465307950805,-0.768861018804357,0.441975820592824,0.53232413488705
"SAOUHSC_01477",47014,45534,22404,98886,83219,19526,47751.0336800878,-0.937378798535138,0.352680465744748,-2.65786991223258,0.00786362399253884,0.0164518607728517
"SAOUHSC_01478",928,859,728,2038,2533,186,950.302770809914,-0.688265828064264,0.348414160380699,-1.97542438376277,0.0482200079236624,0.0815430315341208
"SAOUHSC_01479",1754,1471,1300,2565,3069,318,1432.10746388787,-0.257996680378052,0.255875406339189,-1.00829026153475,0.313315136762231,0.402789671140417
"SAOUHSC_01480",5500,4811,4035,7268,8166,842,4193.05933687021,-0.0348634011108453,0.270770192061168,-0.128756421988169,0.897550388633614,0.920465068626224
"SAOUHSC_01481",2900,2498,1923,5610,7329,989,2997.60258423854,-0.886224554276003,0.202218863405344,-4.38250190586613,1.17324139334208e-05,4.58582826050325e-05
"SAOUHSC_01482",857,785,657,2640,3153,427,1196.92667045545,-1.37693191558915,0.209207837799959,-6.58164593673467,4.6526850978742e-11,4.41751301474529e-10
"SAOUHSC_01483",906,827,594,3877,4618,809,1717.00276050541,-2.04336197259009,0.231679572224617,-8.81977618039201,1.14688735195715e-18,2.7472686935414e-17
"SAOUHSC_01484",14,7,18,17,24,3,11.8144210839289,-0.10660815960391,0.620223693186969,-0.171886628606709,0.863526658954917,0.89364570215271
"SAOUHSC_01485",3286,2863,2064,6553,5857,695,2911.58315307072,-0.557684589928731,0.303502765779026,-1.83749425972207,0.066136963110246,0.108062334593775
"SAOUHSC_01486",2479,2338,1497,4225,4618,498,2132.90041793592,-0.437854575613851,0.295639089337846,-1.48104425769451,0.13859478027208,0.203870969741071
"SAOUHSC_01487",1755,1573,1002,3416,4106,927,1975.63807977203,-1.12773059150119,0.305873859839509,-3.68691391965598,0.000226990096684337,0.000686756827859564
"SAOUHSC_01488",638,599,416,2105,2545,377,952.682172082633,-1.58605424933332,0.229268114852546,-6.91790155972358,4.58382619337829e-12,5.04175670270294e-11
"SAOUHSC_01489",41,18,17,9,7,0,12.1911590290372,2.30159753702546,0.708975276358975,3.24637207216248,0.0011688596688469,0.0030186870379419
"SAOUHSC_01490",29154,23949,15176,121926,110698,62695,73467.6690787139,-2.71508504053493,0.527394602943525,-5.14810926274432,2.63125216249894e-07,1.47113477436504e-06
"SAOUHSC_01491",8026,5906,6213,13897,17187,3477,8282.26962031313,-0.886690281132369,0.24717059549393,-3.58736151183544,0.000334041046334902,0.000984403128646083
"SAOUHSC_01492",7227,5673,4844,14960,17647,3351,8008.19672831951,-1.10010137556731,0.220522580393995,-4.98861102387712,6.0814957434603e-07,3.14990515585972e-06
"SAOUHSC_01493",25835,21282,12614,45615,40477,9287,23313.7201644579,-0.808151089284911,0.316205500449102,-2.55577808778502,0.0105950663677248,0.0215281854366765
"SAOUHSC_01495",164,113,117,225,107,41,118.176096055805,-0.101391618957678,0.441246232437248,-0.22978466784325,0.818259099254746,0.858543586892429
"SAOUHSC_01496",2412,1916,1672,3626,4640,955,2309.78575253937,-0.743591169648241,0.25442669902896,-2.92261453882874,0.00347105928980649,0.00795903536929059
"SAOUHSC_01497",1502,1005,1162,1107,1139,207,891.247891858688,0.545436962744199,0.237071372860558,2.30072891620287,0.0214069585706725,0.0401822924716218
"SAOUHSC_01499",3423,3474,2315,3420,2294,450,2220.40146211612,0.581777167444236,0.333575534979402,1.74406425663129,0.0811478858524804,0.128800686906277
"SAOUHSC_01500",9,8,13,27,53,6,16.2517680616855,-1.42843669047456,0.560238007787903,-2.54969614809736,0.0107816841732301,0.0218733312947194
"SAOUHSC_01501",18302,17198,10384,49026,58934,19739,30090.2135430181,-1.83910100014626,0.41716001272391,-4.40862245673446,1.04030193474528e-05,4.12800661340414e-05
"SAOUHSC_01502",2149,1831,1348,4334,4820,843,2238.90523049983,-0.947438933239781,0.223615571115818,-4.2369094804631,2.26617442622129e-05,8.36913921762912e-05
"SAOUHSC_01503",846,640,639,1512,1504,102,683.518483316433,-0.307955118713125,0.400739982482948,-0.768466168025122,0.442210282868638,0.53232413488705
"SAOUHSC_01504",22528,17590,18334,6312,4820,1370,10498.1095228291,2.05752095492801,0.323019785845162,6.36964373418993,1.89467787641051e-10,1.64352290209563e-09
"SAOUHSC_01505",11275,8520,6694,6544,4120,1152,5637.96930864812,1.02321325965417,0.344496737111545,2.97016821765386,0.00297636718476488,0.00693246629743185
"SAOUHSC_01507",209,98,156,141,160,19,109.061345559191,0.596638339381955,0.352039634363224,1.69480445138277,0.0901125227830454,0.141396512612098
"SAOUHSC_01508",2116,1253,1568,907,979,88,957.76045259591,1.48773861842332,0.329984377764837,4.50851227715863,6.52837919741451e-06,2.70995200070736e-05
"SAOUHSC_01510",216,157,191,87,131,7,108.386941177209,1.53426457546111,0.391195108376239,3.92199325249616,8.7819452086116e-05,0.000289515895703092
"SAOUHSC_01511",604,431,476,311,372,46,317.141733460968,1.11949163482997,0.241690639921584,4.63191969367612,3.62290688810715e-06,1.61423376874535e-05
"SAOUHSC_01512",831,653,722,495,669,75,486.385763188889,0.935291755584872,0.246099760378768,3.80045780680721,0.000144429009660395,0.000457095932391868
"SAOUHSC_01513",1095,749,744,416,279,40,469.323094832819,1.88876687045551,0.348898362066317,5.41351601443317,6.17990644937892e-08,3.81459473742987e-07
"SAOUHSC_01583",4834,3314,4633,2002,2259,340,2514.54384266878,1.51059435815572,0.262436684245874,5.75603354575408,8.61132805505162e-09,6.07680474371346e-08
"SAOUHSC_01584",1441,1054,1197,701,929,149,794.663295469313,1.04373150054584,0.223959204993501,4.6603643756287,3.1565009246552e-06,1.43083748511714e-05
"SAOUHSC_01585",9905,7646,8200,9174,12468,1768,7050.6037826817,0.168229331478633,0.197555856572484,0.851553248774023,0.394462097036396,0.484449922559751
"SAOUHSC_01586",6642,5483,5079,7405,7574,1423,4934.639490054,0.023462735912008,0.217345634440407,0.107951263766658,0.914034352077944,0.931806875943819
"SAOUHSC_01587",3966,3108,3287,3169,3778,663,2632.63709415961,0.410850818948984,0.212963967354384,1.92920344250211,0.0537056109857238,0.0898880450536697
"SAOUHSC_01588",1440,1060,1096,1078,1238,217,893.406761394515,0.472520927144697,0.210988914533968,2.23955333477306,0.0251199351261656,0.0461238752562717
"SAOUHSC_01589",2640,1910,2094,2948,2692,265,1714.14667168898,0.341708656885511,0.332773116585835,1.026851749298,0.304490277417641,0.394675566341457
"SAOUHSC_01590",338,199,182,536,969,87,307.277930924359,-1.0298634805375,0.316189997513086,-3.25710328801555,0.00112555468377323,0.00291839451770795
"SAOUHSC_01591",7763,7142,6080,2781,3388,272,3847.64484462247,1.91599773020359,0.325359756733808,5.88885899546316,3.88871049495722e-09,2.86011918375586e-08
"SAOUHSC_01592",7296,5676,5095,3812,3482,348,3576.6760072774,1.40352134490558,0.323228810858789,4.34219134481407,1.41068589288002e-05,5.43259714794945e-05
"SAOUHSC_01593",352,314,261,783,976,88,369.651771842059,-0.828324231213552,0.296276960544663,-2.79577672759568,0.00517751554425698,0.0113505399547061
"SAOUHSC_01594",1754,1529,1395,4015,5017,637,2004.4926574457,-0.969729156799664,0.20480831660663,-4.73481337509452,2.19256755230886e-06,1.02046236703716e-05
"SAOUHSC_01595",112,92,73,185,258,85,138.399365316129,-1.27499351514409,0.432547100847419,-2.94764087574787,0.00320208815869518,0.00738573514342149
"SAOUHSC_01596",368,242,223,853,879,87,352.618144570183,-0.994753365218352,0.310992749938376,-3.19863844226421,0.00138078218494282,0.00349682083888041
"SAOUHSC_01597",3559,2638,2736,4146,4911,670,2640.98894911002,-0.0712250419380712,0.19589619777127,-0.3635856272271,0.716167461080855,0.781230636433811
"SAOUHSC_01598",1477,947,945,2780,2707,492,1360.02081023139,-0.872212561671668,0.235060381162908,-3.71058941262919,0.000206777245858441,0.000631456595247239
"SAOUHSC_01599",22265,17411,12089,37934,40245,3750,17806.0094648792,-0.504582926816294,0.326218482479602,-1.54676376084192,0.121920221728921,0.183266378200468
"SAOUHSC_01600",10374,9136,7257,11774,10398,826,6695.27756230294,0.443587985387449,0.391924184224481,1.1318209062939,0.257709736452003,0.344889862571081
"SAOUHSC_01601",6368,4836,4172,1251,1765,532,2844.71379890493,1.78478428388695,0.388112512120548,4.59862598640623,4.25286498644204e-06,1.86000510546067e-05
"SAOUHSC_01602",1171,952,727,610,737,99,608.629952661485,1.01850283402629,0.222576159963882,4.57597450774405,4.74008267027425e-06,2.03558484409311e-05
"SAOUHSC_01603",5,3,8,0,2,0,2.57833268814163,2.95459987113994,1.42180791274574,2.07805839639346,0.037703980911884,0.066018365412282
"SAOUHSC_01604",2545,2398,1291,6470,7912,1745,3463.61228520893,-1.53202021158628,0.331566842318966,-4.62054709955734,3.82729442147012e-06,1.69373995499296e-05
"SAOUHSC_01605",19272,15867,11732,27867,26344,4818,15382.7828323779,-0.371048363963363,0.241326766265218,-1.53753505964432,0.124162336376797,0.1859941826046
"SAOUHSC_01606",3337,2824,1908,3434,4049,753,2395.95981675669,-0.107209528144313,0.251991054263649,-0.425449738513906,0.670508854018434,0.740765638658307
"SAOUHSC_01607",28,24,21,68,87,19,38.3753533347132,-1.3345323531492,0.390095830978102,-3.42103720976221,0.000623827964813495,0.00172543942386445
"SAOUHSC_01608",6,6,11,94,59,3,21.6417977991839,-2.47847537898596,0.71539002927243,-3.46450925728812,0.000531199856567738,0.00149135787687996
"SAOUHSC_01609",2421,1788,1780,2810,3680,406,1780.67929904746,-0.0956391306935056,0.226425423472215,-0.42238689113125,0.672742644608093,0.742681286795957
"SAOUHSC_01610",1268,938,755,1617,1963,550,1135.90408829291,-0.75210922095252,0.348303754161206,-2.15934859147231,0.0308231330104087,0.0553502065269444
"SAOUHSC_01611",23017,14401,16534,9332,9135,1605,10657.3864412222,1.40024428713464,0.236159869611273,5.92922196916645,3.04373406262399e-09,2.29025637968624e-08
"SAOUHSC_01612",13671,9060,9521,5801,6035,1307,6667.02319236141,1.17478902975737,0.255021981070684,4.60661871116024,4.09269456050147e-06,1.79597067184359e-05
"SAOUHSC_01613",13243,8217,9256,5430,5259,1803,6639.83158804136,0.969274924099361,0.383190280775859,2.52948723578489,0.011422932883465,0.0230133316039561
"SAOUHSC_01614",12592,8730,9035,4964,5329,1047,6080.86226039744,1.34061053683234,0.228447699060381,5.86834773274738,4.40159364543741e-09,3.21920476421207e-08
"SAOUHSC_01615",8377,5083,5277,5129,6647,924,4450.65963372025,0.577351808429422,0.211618978601011,2.72826101064389,0.00636692072316875,0.0136486289065629
"SAOUHSC_01617",1291,709,657,1492,1633,61,734.024003428059,0.0416729389708233,0.533451349799517,0.0781194742247536,0.937733016340674,0.950473954062694
"SAOUHSC_01618",5465,4400,3975,5262,7383,1624,4304.64936647309,-0.209863838952148,0.290330068720112,-0.722845690345852,0.469774692909546,0.558298462988997
"SAOUHSC_01619",787,665,557,1034,927,73,540.13678149844,0.196376846103181,0.386455731364928,0.508148359993511,0.611349302669024,0.686713671488454
"SAOUHSC_01620",5985,5035,4213,8634,9104,1070,4702.80549308529,-0.193988383155528,0.249549578414389,-0.777354080852827,0.436949896193796,0.527938999982416
"SAOUHSC_01621",3728,3210,2752,5487,6628,474,2941.428991587,-0.141722742134503,0.355602069967995,-0.398543074136936,0.690229913725249,0.758178504306531
"SAOUHSC_01622",2314,1853,1638,3567,4303,983,2262.50184661132,-0.769251752936103,0.277277323532929,-2.77430459561093,0.00553198560194537,0.0120066620171898
"SAOUHSC_01623",6811,5963,4912,9567,10711,2874,6453.5325915599,-0.610378034892725,0.320352542826337,-1.90533226147548,0.0567368943646705,0.0941169194321185
"SAOUHSC_01624",2805,2612,1992,4051,4521,1262,2749.06456871567,-0.646821491568707,0.337569577950186,-1.91611310324936,0.0553507007981953,0.0919927942610363
"SAOUHSC_01625",9762,8027,6739,17571,14971,2533,8529.78145578213,-0.503176173852923,0.249629182064544,-2.01569451813058,0.0438319292033392,0.0752433709072443
"SAOUHSC_01626",2526,1907,1505,6151,10128,1446,3399.99805667869,-1.59111226962111,0.239119182587625,-6.6540553225505,2.85125418589588e-11,2.8092923318393e-10
"SAOUHSC_01627",2114,1266,1491,3054,3180,123,1419.01780927052,-0.0563894078497716,0.528587344219005,-0.106679451308256,0.915043285044297,0.932136287407086
"SAOUHSC_01628",555,324,393,681,657,51,352.991552331703,0.0705300102482038,0.386184484349231,0.182632946445416,0.855086031575672,0.886667842908689
"SAOUHSC_01629",4024,2609,2825,4037,4374,1356,3077.08217868764,-0.344798711784741,0.362968490264816,-0.9499411685383,0.34214214678363,0.433867481909693
"SAOUHSC_01630",2873,1991,1650,4328,4087,544,2143.82362564715,-0.398035158077819,0.263922402017363,-1.50815222593963,0.131515571214164,0.195217257782934
"SAOUHSC_01632",4233,3598,2640,6659,7595,2744,4697.46630674769,-1.0890612409712,0.417160419373551,-2.61065333716617,0.00903694486362919,0.0186378065078482
"SAOUHSC_01633",2761,2665,1872,4769,5736,839,2660.13227022842,-0.609395314728588,0.224932806734954,-2.7092326974191,0.00674390224063589,0.014362421492904
"SAOUHSC_01634",1404,1136,868,2450,3212,359,1292.28263844483,-0.725243063715681,0.23787407136752,-3.04885294789094,0.00229716895773674,0.00550703575007056
"SAOUHSC_01635",1800,1738,985,3508,3881,261,1573.92004303681,-0.519614902768426,0.414704590234345,-1.25297600992262,0.210214437518328,0.291177663851647
"SAOUHSC_01637",54,35,48,51,87,4,36.2677883328903,0.162038106488566,0.469367796622442,0.345226297276011,0.729924250298153,0.792116466138187
"SAOUHSC_01638",44,25,23,28,36,0,19.4923209880284,0.759696238289335,0.625601305077399,1.21434567371202,0.224615751319862,0.307697653041008
"SAOUHSC_01639",43,33,30,37,27,1,22.6156920164654,0.858904014393287,0.545443648730121,1.57468881779621,0.115328290183211,0.174867692025762
"SAOUHSC_01640",42,22,35,27,38,4,23.3804773866906,0.58496591730277,0.460797182427652,1.26946504798695,0.204275248899851,0.284763841365463
"SAOUHSC_01641",104,80,102,64,37,3,54.4576779630984,1.60817523333347,0.499710156861574,3.21821602233103,0.00128990629491981,0.00329867319885958
"SAOUHSC_01643",227,141,151,94,80,7,96.6705357283937,1.62607935655245,0.377929978195116,4.30259426446702,1.68809812503705e-05,6.41575575614519e-05
"SAOUHSC_01644",3935,3050,2885,6834,7114,913,3440.32542120824,-0.506893571858122,0.228575228690011,-2.2176225077546,0.026580581919768,0.048532796777982
"SAOUHSC_01645",1215,1174,1041,2350,3150,323,1264.51849023818,-0.617225610171212,0.260517651294684,-2.36922760167616,0.0178252802612819,0.034221916736917
"SAOUHSC_01646",2990,2595,2259,5714,6015,2771,4093.20876505579,-1.38188346774582,0.474180563302836,-2.91425582297281,0.0035653760274254,0.00813025019400746
"SAOUHSC_01647",305,312,334,896,1133,159,448.130742863228,-1.13688732367953,0.267044615258096,-4.25729357089166,2.06916568575502e-05,7.72902947854987e-05
"SAOUHSC_01650",583,505,442,1998,2911,299,908.138123287674,-1.63881176042076,0.247103626870939,-6.63208298952529,3.30982387519842e-11,3.22460826050114e-10
"SAOUHSC_01651",6275,4130,3864,7309,5073,326,3546.7215683717,0.420929684489799,0.495634100331263,0.849275068459708,0.395728250433919,0.48532008543117
"SAOUHSC_01652",6127,5563,3955,10698,10815,1652,5520.58922574556,-0.539776963509467,0.236583515157972,-2.28154934273019,0.0225159603931164,0.0418428274636491
"SAOUHSC_01653",27338,26666,16553,52527,69231,9866,28790.7384332623,-0.87872330699081,0.249661853645982,-3.5196538604445,0.000432110325566906,0.00123304924596196
"SAOUHSC_01655",2521,1882,1662,698,901,34,1053.61536606361,2.21743899653813,0.489303611608564,4.5318263424388,5.84759130860759e-06,2.45862494473018e-05
"SAOUHSC_01656",5314,3980,3324,1605,1856,91,2216.62901080968,2.11816820342035,0.451823863572307,4.68803968580418,2.75834535719791e-06,1.26351574169189e-05
"SAOUHSC_01657",5099,3671,3256,1549,1925,89,2130.53274068212,2.05349466687344,0.455625185522388,4.50698234453182,6.57561026464039e-06,2.72522514301207e-05
"SAOUHSC_01658",14593,11827,12691,8351,10921,2166,9018.26942372061,0.771173839227365,0.257603346307553,2.99364837561799,0.00275663435926821,0.00647263697126735
"SAOUHSC_01659",13767,11678,11975,9015,11673,1620,8579.06200646235,0.795821818537546,0.200303244169361,3.97308501835676,7.09477113682537e-05,0.000239025128235497
"SAOUHSC_01660",9139,8341,6270,6968,7775,1321,5776.54534289172,0.542774901477486,0.216852717846636,2.50296563892434,0.0123157500360794,0.0246409374285084
"SAOUHSC_01661",5150,4226,3737,3563,3998,419,2933.63665250534,0.854605161709364,0.262584526319748,3.25459071670017,0.00113555886629287,0.00293849772040701
"SAOUHSC_01662",36556,27377,22967,22551,17461,3633,18919.4321636871,0.934983731100944,0.276192855216224,3.38525676331841,0.000711117023250391,0.0019361069319153
"SAOUHSC_01663",29995,20731,20054,13429,11862,1511,13719.3509188177,1.4940784064022,0.279645579870958,5.3427570966494,9.15433978237683e-08,5.48210577334539e-07
"SAOUHSC_01664",2427,1733,1677,2763,2781,469,1707.23796853456,-0.0554802776676561,0.211970779005011,-0.261735499242301,0.793525369864958,0.839660760313417
"SAOUHSC_01665",1240,780,884,1551,1439,104,792.798558512798,0.134234448892421,0.405285102408253,0.331209926283458,0.7404859228938,0.800583331128659
"SAOUHSC_01666",30339,26266,18883,74378,69618,12900,33943.503910883,-1.09424172272304,0.247194825384989,-4.42663684815746,9.57136688851506e-06,3.83639152513669e-05
"SAOUHSC_01667",5082,3646,3958,3050,2986,468,2751.32493265093,0.988679335244667,0.22601047980735,4.37448447561993,1.21719784555016e-05,4.72229357315227e-05
"SAOUHSC_01668",6241,4480,4594,3606,3604,311,3146.63467406286,1.21952716684604,0.340072638964446,3.58607846417643,0.000335687992617657,0.000987647104491833
"SAOUHSC_01670",2316,1441,1549,1369,1314,107,1103.60353155113,1.12003757782952,0.367686364837964,3.04617653777592,0.00231771708350282,0.0055373670034234
"SAOUHSC_01671",1154,643,892,856,802,51,590.503631799125,0.901247752739131,0.443334268105034,2.03288538147836,0.0420641042830716,0.0726384763777117
"SAOUHSC_01672",2788,1952,1828,2041,2303,219,1524.52289310403,0.675800250337556,0.289679666816786,2.33292263058622,0.0196522063841398,0.0372635518293312
"SAOUHSC_01673",4391,3164,3078,4641,5940,636,3008.96991730104,0.0390303840269547,0.235571810493082,0.165683593233245,0.868405958294358,0.897410811955629
"SAOUHSC_01675",32811,24891,19563,28790,34924,11908,25062.08019792,-0.348644026227292,0.406340287838909,-0.858009989808123,0.390886947235007,0.481417839259718
"SAOUHSC_01676",32155,23617,18735,29624,28098,8628,22050.0499749399,-0.108367008166762,0.348786785060263,-0.310697001172329,0.756030977227304,0.811342737994448
"SAOUHSC_01677",16803,12589,10935,17590,15657,3180,11247.5173267033,0.0771823208432274,0.246252541378277,0.313427509869492,0.753955886515853,0.809448527834248
"SAOUHSC_01678",32705,26373,19449,39593,18591,3085,19442.6008066375,0.448315009535802,0.435396688085834,1.02967023361331,0.303164833286389,0.393225722658104
"SAOUHSC_01679",10788,12204,7781,11353,13853,2112,8385.74777933658,0.191153902618286,0.260491426146498,0.733820323555612,0.463058252290589,0.551823412474089
"SAOUHSC_01680",3172,3638,2406,2581,3110,319,2126.75001210233,0.769924357530815,0.302956502026364,2.54136931335381,0.011041921683959,0.0223318803383556
"SAOUHSC_01681",37783,42402,29510,10518,5565,1127,18415.6293944486,2.71358103912776,0.394156383026956,6.88452897372508,5.79790531708005e-12,6.25550858797355e-11
"SAOUHSC_01682",30338,40894,26578,9185,5166,1395,16783.5649475018,2.57378434844376,0.40012489570651,6.43245240688952,1.25561353912673e-10,1.13439686874045e-09
"SAOUHSC_01683",608180,674658,450551,111095,25752,5851,270801.017308726,3.73863186657291,0.603952369439437,6.19027601471776,6.00589543982397e-10,4.91579717660827e-09
"SAOUHSC_01684",164756,192178,128885,30175,5868,195,74984.3422650566,4.0952957728353,0.893634319940026,4.58274227103336,4.58917528063551e-06,1.98712050708778e-05
"SAOUHSC_01685",121502,126388,105189,26489,4262,211,55145.4800384218,3.8477120750525,0.881144028673222,4.36672320284139,1.26124395050033e-05,4.87867845149091e-05
"SAOUHSC_01686",1664,1467,1335,908,1128,210,988.716038236283,0.935132934873669,0.230545313054796,4.05617846870479,4.98821503113435e-05,0.000173194540509199
