"gene","per_1","per_2","per_3","control_1","control_2","control_3","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"SAOUHSC_00104",194,112,128,56,68,8,79.5592116118249,1.75491035763294,0.32818932291307,5.34725000209032,8.93006305221166e-08,5.36009071938498e-07
"SAOUHSC_00105",261,138,145,85,73,5,96.3218001384442,1.86294657930881,0.423070273505487,4.40339748730809,1.06568651890153e-05,4.20954236134929e-05
"SAOUHSC_00106",1113,822,777,725,911,293,741.486223511538,0.156377926037928,0.389630023876976,0.401349784295123,0.688162614912476,0.75686292651073
"SAOUHSC_00107",2039,1670,1453,1607,2236,465,1427.8081411397,0.12586147050312,0.273180391731165,0.460726590607498,0.644994775064053,0.717546381632826
"SAOUHSC_00108",18,11,11,3,18,0,7.68483629576853,1.1929082535167,0.88551674697754,1.34713234683405,0.177937611940593,0.253599948022319
"SAOUHSC_00109",74,29,36,55,53,3,32.4282723328481,0.451174383203044,0.515626121837437,0.875002960663205,0.381572294780661,0.471949437078307
"SAOUHSC_00111",17,11,15,52,31,40,40.2849713064912,-2.38293359376182,0.771515836976666,-3.08863859891692,0.00201075877853774,0.00489290882643246
"SAOUHSC_00113",2253,1449,1340,8549,21350,5722,7273.09811367171,-3.19412257575977,0.474621034831904,-6.72983778919749,1.6985233409129e-11,1.73236111059515e-10
"SAOUHSC_00114",1354,1520,981,6040,11177,1017,2926.41683127284,-2.0802541783602,0.320653513349811,-6.48754525290601,8.72461397658371e-11,8.04945833669967e-10
"SAOUHSC_00115",1666,1952,1136,6867,12798,2244,4073.96810490907,-2.29401657469096,0.348079594237304,-6.59049427967043,4.38364689863688e-11,4.17726352275215e-10
"SAOUHSC_00116",2039,2455,1424,6831,15397,2338,4538.54060975187,-2.09632965515948,0.369270598614875,-5.6769471033512,1.37119850746142e-08,9.49654987528317e-08
"SAOUHSC_00117",4229,5141,2629,11006,23244,8759,10665.5096891491,-2.36127357673542,0.556738294792716,-4.24126308324913,2.22265423525332e-05,8.2433951821682e-05
"SAOUHSC_00118",2321,2745,1586,5497,13635,4275,5548.40555377698,-2.24633611602661,0.531401839170021,-4.22718920117982,2.36628689313232e-05,8.71421026511776e-05
"SAOUHSC_00119",2523,2909,1610,5262,14191,2411,4451.43976476084,-1.75168421224955,0.424830841774229,-4.1232510448958,3.73562174912087e-05,0.000132343397380659
"SAOUHSC_00120",2546,3034,1698,5760,14323,5601,6567.74624035755,-2.3839570170331,0.587137380254303,-4.06030530026984,4.90085905676014e-05,0.000170615239962676
"SAOUHSC_00121",1135,1164,746,2601,6786,1686,2426.71757597936,-2.17480553564009,0.476361048855239,-4.56545626655758,4.98409099141466e-06,2.11945628315695e-05
"SAOUHSC_00122",1743,1758,1076,4085,10770,1358,2977.33189587519,-1.81441047467792,0.371183827025043,-4.88817222781506,1.01776475090774e-06,5.01393163135867e-06
"SAOUHSC_00123",1161,1125,739,2859,7592,2212,2858.01496696286,-2.47430168901224,0.514728024962081,-4.80700791295464,1.53205929082885e-06,7.29964746050025e-06
"SAOUHSC_00124",771,690,608,2114,5577,724,1513.42792000959,-2.0154935419874,0.351304287743679,-5.73717319231228,9.62697994251961e-09,6.72086754810661e-08
"SAOUHSC_00125",2580,2657,1643,4474,14851,4645,5802.30245384166,-2.27662736089059,0.576904020167724,-3.94628444473086,7.93733130632835e-05,0.000265017545279071
"SAOUHSC_00126",1212,1239,824,2084,8211,3292,3543.96842253064,-2.69644161655437,0.660692128153406,-4.08123769249493,4.47965142070616e-05,0.000156998253147165
"SAOUHSC_00127",2451,2405,1589,3979,10865,1819,3534.30565230532,-1.48696870870183,0.403983330286404,-3.68076749020224,0.000232532974796994,0.00070028096562278
"SAOUHSC_00128",3676,3582,2214,5304,17604,5615,7131.56889590118,-2.08330289327323,0.58052827854836,-3.58863292324472,0.000332416497172425,0.000980722569623956
"SAOUHSC_00129",4214,3887,2754,5564,15407,5463,7064.9071300952,-1.8155765089672,0.565956155057502,-3.20798085283257,0.00133670397446811,0.00340833405989866
"SAOUHSC_00130",1112,920,738,592,881,56,582.566069608578,1.08960845099557,0.359783676363747,3.02850997023544,0.00245762967521143,0.005838827190152
"SAOUHSC_00131",779,640,533,487,735,38,428.493616123517,0.904611778122149,0.405627870922347,2.23015192734458,0.0257373584571934,0.0470968241446514
"SAOUHSC_00132",12570,13569,4556,22155,33328,3094,11929.0518782603,-0.798093288240426,0.42625314250647,-1.87234581673098,0.0611587759577474,0.10062102333061
"SAOUHSC_00133",656,562,384,1364,1571,174,640.73253151103,-0.851210763561899,0.274880892980013,-3.09665307884383,0.00195718779328645,0.00478484768564692
"SAOUHSC_00134",36,32,16,110,63,10,36.6965568166324,-1.08428432072999,0.503200079952608,-2.15477771949502,0.0311792325756252,0.0558545934664425
"SAOUHSC_00135",1477,839,945,263,334,114,596.376633224436,1.8296533235372,0.417313625830389,4.38436037140287,1.16327066507625e-05,4.55367272340943e-05
"SAOUHSC_00136",377,196,219,31,40,10,125.349121091598,3.18029895095148,0.377193305171054,8.43148302833541,3.41311799983417e-17,6.80278709737941e-16
"SAOUHSC_00137",582,333,344,83,117,58,235.153099733617,1.70598575964271,0.53962413569392,3.16143338816551,0.00156994721587083,0.00392165307495492
"SAOUHSC_00138",467,267,258,69,97,17,167.602273582332,2.38776778901494,0.307256654317771,7.77124841874201,7.77163103928574e-15,1.22980173597425e-13
"SAOUHSC_00139",1328,786,835,1020,1825,290,887.537001075688,-0.155585902277931,0.286303407960297,-0.543430144217867,0.586833675592839,0.665027225248656
"SAOUHSC_00141",31944,19816,20392,5648,5388,287,11602.2511630324,2.94921295530143,0.470158789608454,6.27280191391831,3.54607936558515e-10,2.98671394307833e-09
"SAOUHSC_00142",1819,1660,1168,268,243,84,774.491155324053,2.6863578301673,0.37976304607754,7.07377365416116,1.50776147517267e-12,1.82257648688696e-11
"SAOUHSC_00143",11495,5968,6820,1911,2338,316,4065.83757514781,2.43295400249542,0.25409679213522,9.5749103404686,1.01945722489398e-21,3.13153272258608e-20
"SAOUHSC_00144",132810,76747,76111,59652,68080,14060,62404.8705629909,0.876442524060179,0.267309966129561,3.27874989754546,0.00104268000068538,0.00272922579960273
"SAOUHSC_00145",20683,12186,11704,7413,7409,1046,8498.77223896765,1.5202451852852,0.252169913197858,6.02865411660899,1.65330692653637e-09,1.28094492142032e-08
"SAOUHSC_00146",3855,2150,3232,3674,3446,1956,3304.63731977988,-0.566447731797437,0.537887238148159,-1.05309754837762,0.292296286369264,0.382357516888852
"SAOUHSC_00147",3018,1607,2698,400,475,55,1182.86049850658,3.07554867756114,0.325851409097971,9.43850046889451,3.78152199502132e-21,1.13489125620697e-19
"SAOUHSC_00148",3214,1800,3021,422,595,148,1362.11056743322,2.58153098884831,0.383754431461103,6.72703890094354,1.73150462083371e-11,1.75912784630226e-10
"SAOUHSC_00149",861,463,732,151,216,37,356.960456584402,2.31042845637547,0.323857524206287,7.13408917096457,9.74301557287149e-13,1.22893785800809e-11
"SAOUHSC_00150",1022,615,966,152,287,41,447.84763687799,2.44860022622489,0.341478133995249,7.17059156197381,7.46743824317137e-13,9.60467056794111e-12
"SAOUHSC_00151",2100,1527,1601,6674,7490,348,2432.11048491707,-1.15733691252496,0.473396391476901,-2.4447522908113,0.014495166004517,0.0284044741441179
"SAOUHSC_00152",1614,1323,832,864,842,325,917.682165384299,0.497246018139449,0.431203681518449,1.15315810010814,0.248845497882672,0.334915255140029
"SAOUHSC_00153",2747,2460,1262,1412,2956,424,1620.43618455732,0.388752719775366,0.360321671251981,1.07890463103315,0.280630244178321,0.369876611584854
"SAOUHSC_00154",42,24,25,14,5,0,14.9639873735635,2.32885578370369,0.716363706492346,3.25094049656266,0.00115023928693274,0.002973539384338
"SAOUHSC_00155",5498,3487,3547,13064,13086,3478,6689.34231751335,-1.4559020403639,0.311442373114941,-4.67470763789291,2.94372672861829e-06,1.34137355818889e-05
"SAOUHSC_00156",3146,3866,2080,6873,16930,1773,4787.96989759211,-1.39446058954417,0.378629222567931,-3.68291855574879,0.000230578843692981,0.000696001573274419
"SAOUHSC_00157",1926,2708,1393,2466,7998,2484,3466.31779208788,-1.5534401327049,0.592532158630687,-2.62169759071781,0.00874930280592342,0.0181449004180032
"SAOUHSC_00158",3423,4489,2306,3392,9268,2960,4595.98222404481,-1.06398412798728,0.564713128396122,-1.8841143838982,0.0595495049965493,0.0983451976887984
"SAOUHSC_00160",2618,3054,1701,1776,3738,384,1858.77013698279,0.432020614623338,0.346397365794256,1.24718215923137,0.212330713020462,0.293797292896888
"SAOUHSC_00161",93,39,48,83,146,9,53.8133749134346,-0.24743711863236,0.448884410930219,-0.551226802729902,0.581478208688988,0.660104175168238
"SAOUHSC_00162",2830,2390,1768,4384,5677,659,2445.29069996298,-0.528837387758907,0.232901872257814,-2.27064463944498,0.0231684988489352,0.0429332508833
"SAOUHSC_00163",1196,1019,742,3091,4801,249,1379.28335248278,-1.17563142154352,0.418803677607258,-2.80711819022276,0.00499868977684501,0.0110383214870699
"SAOUHSC_00164",1164,1092,672,2660,3139,289,1197.55420179047,-0.894015982358314,0.32478824445559,-2.75261188672904,0.00591219400426034,0.0127156001195418
"SAOUHSC_00166",1700,1543,1106,2850,5035,484,1722.88734052992,-0.81244525409667,0.282676698404667,-2.87411469952012,0.00405161792550364,0.00911177812531438
"SAOUHSC_00167",3912,2467,2792,634,763,198,1581.67914192607,2.30692896729285,0.323763534066559,7.12535145115691,1.03815443753129e-12,1.30318328672798e-11
"SAOUHSC_00168",176,122,98,66,67,15,79.4247608705774,1.34162699917119,0.331872655389287,4.04259578903075,5.28627056905496e-05,0.00018257212243125
"SAOUHSC_00169",209,119,128,90,108,27,102.006597323352,0.866760956437997,0.345455343408881,2.50903907835086,0.0121060090851171,0.0242957645820451
"SAOUHSC_00170",788,373,431,291,484,92,359.626980763385,0.733683615497752,0.342660012394841,2.14114162422997,0.0322626188870316,0.0573826280068388
"SAOUHSC_00171",1204,672,668,723,1008,269,704.578025519714,0.0648186071347555,0.368666029251949,0.175819310681478,0.860435898230403,0.891153562189442
"SAOUHSC_00172",2620,2109,2214,419,397,24,1107.66453852864,3.30399941733775,0.421274868308623,7.84285905922416,4.4040220471279e-15,7.09808738583391e-14
"SAOUHSC_00173",41005,24803,35288,1098,1469,86,14925.7785677133,5.52119502378442,0.410599372091498,13.446671863283,3.22043877086623e-41,4.67142535040652e-39
"SAOUHSC_00174",2945,3355,1790,1736,2407,489,1898.1485965216,0.681759812840638,0.336689193154092,2.02489366069026,0.0428782846963762,0.0738332086590971
"SAOUHSC_00175",296,251,178,238,364,76,212.629872912798,-0.0401586932943876,0.319242693285622,-0.12579361764267,0.89989529402446,0.921492767549464
"SAOUHSC_00176",773,729,543,140,256,60,372.931946346035,1.97145978218235,0.372677860400443,5.28998363375815,1.22327305497927e-07,7.14533768803329e-07
"SAOUHSC_00177",934,951,695,166,334,80,474.56662205471,1.93042763681618,0.403392504866725,4.78548216321958,1.70577335330918e-06,8.03930365611962e-06
"SAOUHSC_00178",751,787,553,190,243,31,367.230706546971,2.23464157816901,0.27075953133053,8.25323329224214,1.54165691398715e-16,2.93815051271566e-15
"SAOUHSC_00179",1433,1542,1056,324,532,221,810.904623316569,1.38998915608799,0.519912957356833,2.67350358635896,0.00750634735777727,0.0157802519735559
"SAOUHSC_00180",1454,1503,1040,343,472,169,768.622438954629,1.63044098014525,0.446755416964356,3.6495158608795,0.000262735017922505,0.000789414420938621
"SAOUHSC_00181",1926,1968,1329,526,560,119,942.679647749369,2.02615709981554,0.283161975852554,7.15547027002872,8.33865601585084e-13,1.06726621849934e-11
"SAOUHSC_00182",664,429,460,870,974,43,439.334850254073,0.0210222393865699,0.481199481621361,0.0436871613322136,0.965153773219407,0.971104625000336
"SAOUHSC_00183",3295,4664,3631,2282,1402,591,2483.84750808078,1.1718700505973,0.454361823515916,2.57915606009591,0.00990420312295447,0.0202504889225013
"SAOUHSC_00184",501,280,389,518,585,94,340.746906186803,-0.0392589987608765,0.27334936734251,-0.143622058256621,0.885798921273928,0.910559442301664
"SAOUHSC_00185",723,453,479,820,1336,142,543.18827591295,-0.384855836206437,0.259233073054292,-1.48459388947581,0.137651435122723,0.20294065336275
"SAOUHSC_00186",331,203,218,645,750,108,318.708017028218,-0.981686257912837,0.23537571604628,-4.1707202187324,3.03638467689658e-05,0.000109502767836699
"SAOUHSC_00187",12060,9739,6919,115862,174683,49122,64494.3021072789,-3.88158902828634,0.389793420534914,-9.9580670780939,2.32539720468506e-23,8.55156634004604e-22
"SAOUHSC_00188",5459,4054,2979,39177,70596,26720,29628.4462223857,-3.97225142763369,0.506186762418577,-7.84740282154781,4.24741296705137e-15,6.93124703560695e-14
"SAOUHSC_00190",1267,817,879,1547,2124,202,925.24917704057,-0.247989329130806,0.272039412847971,-0.911593384703395,0.361982806077438,0.453520684581666
"SAOUHSC_00191",4046,3277,2171,4803,4508,96,2380.6085196643,0.390296747736917,0.661835152807324,0.589718974704479,0.555379071901595,0.636285544859616
"SAOUHSC_00192",5649,8979,4999,5791,2844,287,4005.38828755638,1.38046276516427,0.541861365070604,2.54763091475326,0.0108457150376963,0.0219861505927213
"SAOUHSC_00193",33,41,21,21,17,0,17.7607606999461,1.51356693176485,0.648303505061779,2.33465794947479,0.0195612966465819,0.0371181290292334
"SAOUHSC_00195",2894,5457,1965,789,1803,487,2079.82139601065,1.43060504732046,0.556352596344859,2.57139996599151,0.0101288272573221,0.020628992175404
"SAOUHSC_00196",3670,8221,2428,1635,5369,568,3153.47815007043,1.02150794508064,0.557281919068688,1.8330182805639,0.0667998525698804,0.109009009412474
"SAOUHSC_00197",1656,5109,1106,1764,5228,859,2397.22279975551,-0.0653391962781061,0.638372223711534,-0.102352818388965,0.918476632388469,0.934219901506152
"SAOUHSC_00198",3034,7949,1752,7277,14140,1250,4810.79155734232,-0.638183483232346,0.572740692768273,-1.11426251232083,0.265166584319146,0.353059638784952
"SAOUHSC_00199",3885,9122,2061,23673,38286,4513,11315.1549025059,-2.03752730261466,0.53887810931277,-3.78105413339784,0.000156165709146252,0.000491263453711883
"SAOUHSC_00200",980,551,645,885,1256,167,632.566139078053,-0.0615418526171466,0.245992397264346,-0.250177864444375,0.802449802673462,0.846202114208566
"SAOUHSC_00201",2498,1250,1866,1259,1481,140,1172.16446394309,1.11085095569669,0.337106741107971,3.29524990228807,0.000983341898164963,0.00258964064509813
"SAOUHSC_00202",98,45,29,233,388,72,131.444520426834,-2.1772104715802,0.428153695773418,-5.08511427805681,3.67404784289495e-07,1.99852894120807e-06
"SAOUHSC_00203",144,70,72,458,735,101,224.137226527871,-2.19496315539092,0.310801283820298,-7.06227184267367,1.63802133312516e-12,1.95291036565744e-11
"SAOUHSC_00204",1718,1089,870,5708,10659,997,2786.19386999281,-2.12991668093334,0.304557689267638,-6.99347531186978,2.68159069130279e-12,3.07089179604894e-11
"SAOUHSC_00205",55,34,41,28,42,3,27.6396210150569,0.93361430730802,0.436918989352299,2.13681329962801,0.0326131799699729,0.0579666527580662
"SAOUHSC_00206",14466,13829,10665,132245,251348,57667,80369.3853104001,-3.7275748601309,0.376633758687511,-9.8970811143449,4.28601704661167e-23,1.51494723562705e-21
"SAOUHSC_00208",55,49,55,115,95,10,51.6162962342164,-0.340788664312023,0.405461922841561,-0.840494865519568,0.400630979222309,0.490411386192897
"SAOUHSC_00209",1873,1401,997,1500,941,564,1221.22489109812,-0.0158380691831927,0.508355028479365,-0.0311555277235456,0.975145506416488,0.980024987395478
"SAOUHSC_00211",291,193,195,424,542,280,372.288797026045,-1.49131652000314,0.540415334984903,-2.75957476307514,0.00578766424717871,0.0124786055733969
"SAOUHSC_00213",260,180,162,130,134,20,125.782316596633,1.094481554231,0.275346918470933,3.97491847851035,7.04033674200166e-05,0.000237497664513777
"SAOUHSC_00214",87,46,47,22,21,3,31.6876296368962,1.96303113342648,0.443874758982449,4.42248876220532,9.75704257424787e-06,3.8953575170277e-05
"SAOUHSC_00215",59,45,49,21,23,2,27.9635352522283,1.80354941347102,0.43920773864432,4.10636984457047,4.01925764877891e-05,0.00014200651855158
"SAOUHSC_00216",390,244,234,164,160,24,172.025910085299,1.3265244337357,0.280743961955527,4.72503281814423,2.30078196579754e-06,1.06136779376279e-05
"SAOUHSC_00217",529,316,307,243,263,74,262.009387058363,0.758467164651267,0.344925342033884,2.19893139825243,0.0278828006255599,0.0506272548215139
"SAOUHSC_00218",30,19,17,15,12,6,15.9656784336438,0.758928837599061,0.598562244263612,1.2679196606073,0.204826642257489,0.284912452615405
"SAOUHSC_00219",988,549,535,439,467,176,496.459558440713,0.531006535417618,0.430152209794994,1.23446194934275,0.217030817126539,0.299665501595661
"SAOUHSC_00220",893,889,494,2488,3811,1235,1742.25788789871,-2.11523724669832,0.454192420233456,-4.65713902845644,3.20633928938848e-06,1.45091020530214e-05
"SAOUHSC_00221",1419,1275,843,3474,4411,530,1647.61471742116,-1.17190703719562,0.250761965816667,-4.67338431240567,2.9627662275897e-06,1.3453534991716e-05
"SAOUHSC_00222",2781,2160,1829,4935,6922,1166,2911.71367861487,-0.998462499888693,0.218395208479559,-4.57181504502718,4.8351763743523e-06,2.06622676160947e-05
"SAOUHSC_00223",2045,1691,1140,1672,2620,347,1348.06952006638,0.0915513144003573,0.252204635540236,0.363004090722795,0.716601828517418,0.781230636433811
"SAOUHSC_00225",2878,2321,1914,3057,3294,522,2005.94348689189,0.0525644725000021,0.201820122815573,0.260452088556286,0.79451506802759,0.839869976769246
"SAOUHSC_00226",6519,5013,4756,6412,9212,1304,4754.7670359241,-0.0385011462973373,0.189670893240466,-0.202989218005766,0.839143459565329,0.87458188608238
"SAOUHSC_00227",14985,11329,11807,12785,20246,2366,10336.6361644298,0.189154786061128,0.221865679408621,0.852564428014808,0.393900896110805,0.484212954131278
"SAOUHSC_00228",33040,26016,27074,21428,32460,6675,22142.4231571221,0.368662255092124,0.290644372925736,1.26843073334271,0.204644172142103,0.284873553637419
"SAOUHSC_00229",708,487,480,1601,3801,503,1091.28924106152,-1.82703844726619,0.325017880811492,-5.6213474861891,1.89473726674227e-08,1.28497636453612e-07
"SAOUHSC_00230",991,840,662,5245,7404,1083,2327.41131174775,-2.45719857446789,0.206808081031252,-11.8815404224778,1.47621578012308e-32,1.16799981875799e-30
"SAOUHSC_00231",210,130,117,553,975,70,262.305597946592,-1.62452854429316,0.353399012971586,-4.59686780286445,4.28889544829534e-06,1.86950016953241e-05
"SAOUHSC_00232",126,193,119,339,2320,177,428.897014011187,-2.49481517551514,0.595637938922327,-4.18847593897217,2.80834078505077e-05,0.000102125038854701
"SAOUHSC_00233",855,975,531,1055,4927,1696,1985.08728900092,-2.26710856386746,0.666727646275844,-3.40035181761383,0.000672992016913404,0.00183998131535172
"SAOUHSC_00234",1348,1042,913,790,994,64,697.042639803834,1.07342425529742,0.369876065805417,2.90211872173995,0.00370648043174562,0.00842264613340975
"SAOUHSC_00235",633,367,354,122,244,17,238.515615615005,1.97281711533263,0.362726098022643,5.43886179154796,5.36220301080089e-08,3.33350287171456e-07
"SAOUHSC_00236",1028,735,651,209,322,102,462.802002818784,1.57819256440456,0.417478425374664,3.7802973003652,0.000156641202293432,0.000492166280611493
"SAOUHSC_00237",169,117,86,134,181,18,96.0445305760318,0.237843655114923,0.319725562864296,0.743899402300443,0.456937337010772,0.546274444567366
"SAOUHSC_00238",38,15,28,12,14,2,15.4547155504409,1.53992749526245,0.578038717575827,2.66405596794724,0.00772047164674676,0.0161782917091941
"SAOUHSC_00239",2470,2223,1237,1819,3587,941,1977.39153639747,-0.421290906909155,0.444003744375136,-0.948845392063199,0.342699251566735,0.434152229908174
"SAOUHSC_00240",976,913,541,708,1676,129,664.964407089958,0.126895813514471,0.377248296898912,0.336372130921705,0.736590262636404,0.797803168164366
"SAOUHSC_00241",1986,1780,999,1413,1744,848,1536.41783060235,-0.334413321063205,0.531368872619697,-0.629343076523314,0.529124475817353,0.611032289411371
"SAOUHSC_00242",889,811,589,1757,2152,554,1079.4396389274,-1.18078671724068,0.329646166173715,-3.58198225371878,0.000340996961691563,0.000999262701432851
"SAOUHSC_00243",216,70,152,65,43,0,73.3958243041172,2.30918984241466,0.71941226847592,3.20982827733352,0.00132814291885334,0.00339313225159108
"SAOUHSC_00244",946,555,867,310,409,16,426.704199625221,2.00910562107239,0.494156135261392,4.06573039917767,4.78822633923378e-05,0.000167139825825393
"SAOUHSC_00246",2559,2206,1387,1543,1257,137,1257.4793345755,1.20096098036341,0.360787200276992,3.32872391105166,0.000872448435555062,0.00231971778537094
"SAOUHSC_00247",801,602,520,481,745,122,476.237890570951,0.466087768142335,0.244538072462653,1.90599264747832,0.0566511595898802,0.0940344422690255
"SAOUHSC_00248",1714,1530,1230,1142,1644,747,1399.75617153575,-0.217978786458966,0.516483209430913,-0.422044284264625,0.672992694201162,0.742681286795957
"SAOUHSC_00249",473,293,316,271,312,24,229.510165030418,1.00029028556877,0.342315392881364,2.92213060344453,0.00347645729454684,0.00796230701408931
"SAOUHSC_00250",374,223,274,223,288,14,185.831175849136,0.985752122276912,0.431862086749032,2.28256230987409,0.0224561632133142,0.0417621817235592
"SAOUHSC_00251",139,85,99,123,122,7,76.0579025480048,0.552223378190995,0.429165302676489,1.28673817465451,0.198185562533093,0.278205647190272
"SAOUHSC_00253",1877,1071,1497,645,663,32,794.686842391724,2.02136268855625,0.4810443154242,4.20203009108162,2.64531959744404e-05,9.67357068477086e-05
"SAOUHSC_00254",86,60,71,79,57,3,47.6219918996709,0.834897815268598,0.498021711955096,1.67642854764508,0.0936542810467514,0.145988852425712
"SAOUHSC_00255",458,239,332,178,196,22,199.380761728166,1.45595201586321,0.321424386855506,4.52968746431091,5.90710017528038e-06,2.47567232065121e-05
"SAOUHSC_00256",1748,1258,1293,976,1199,412,1101.11317036105,0.366261561622926,0.407137595431691,0.899601426477396,0.368332397806658,0.459491586561483
"SAOUHSC_00257",4044,3753,2590,2299,2991,1722,3119.80191614788,-0.119511993337584,0.572379127196726,-0.208798657496306,0.834605419401315,0.871313374672864
"SAOUHSC_00258",3565,2725,2586,1000,1065,83,1543.32190755559,2.25295402180488,0.34640034776791,6.50390230934285,7.82627315544813e-11,7.27202818821177e-10
"SAOUHSC_00259",641,370,504,132,113,7,247.740840967896,2.77998415972005,0.430578842285373,6.45638820747622,1.07231327036302e-10,9.82389455760643e-10
"SAOUHSC_00260",12,12,11,6,7,0,6.45660409234691,1.56342845302587,0.78741297755547,1.98552538196607,0.0470860490469087,0.0799360689606493
"SAOUHSC_00261",213,115,135,101,124,5,91.9133009061759,1.23387745260852,0.455557049326933,2.70850260012775,0.0067587582524594,0.0143738402942508
"SAOUHSC_00262",1386,835,922,716,727,116,670.754764777436,1.0090452279928,0.243149122117609,4.14990282179482,3.32616456210578e-05,0.000119294171313986
"SAOUHSC_00264",104,57,71,68,79,11,55.1040626672826,0.57179723583413,0.341526258052511,1.67424091809132,0.0940832607538914,0.146482643904836
"SAOUHSC_00265",128,82,66,88,68,55,90.0144704103039,-0.333245043216671,0.620032628874021,-0.537463719968809,0.590947338906981,0.668140422998349
"SAOUHSC_00266",206,110,133,104,131,16,97.8934507901171,0.877340175289241,0.312471078234088,2.80774841706143,0.00498891849460517,0.011029691947006
"SAOUHSC_00267",91,65,61,60,70,21,57.6701512072029,0.334169131596775,0.392109155483105,0.852234962953252,0.39408369495556,0.484212954131278
"SAOUHSC_00268",2167,1656,1502,2878,4226,1448,2398.27586939892,-1.09221723041947,0.434494275664607,-2.51376667448335,0.0119449431975384,0.0239909589913637
"SAOUHSC_00269",1392,933,994,3380,5174,504,1659.7623835288,-1.31685294420668,0.260052287239631,-5.06380066172322,4.10979385741593e-07,2.20795715261584e-06
"SAOUHSC_00270",174,109,133,294,452,50,166.809810950714,-0.853830036492283,0.282092925700343,-3.02676869465091,0.00247183025698285,0.00586655514415031
"SAOUHSC_00271",126,67,54,208,353,29,109.15389697928,-1.13979880068955,0.376862884593045,-3.02443898639782,0.0024909470949753,0.00589652118311923
"SAOUHSC_00272",1332,607,876,472,272,21,491.531721648388,2.08340956702517,0.51982216322105,4.00792754605814,6.12539047774447e-05,0.000208791051401969
"SAOUHSC_00274",104,57,59,83,118,19,63.4641560120209,-0.0327882143457946,0.33054837578826,-0.0991933911870066,0.920984722049902,0.936406195199491
"SAOUHSC_00275",137,113,104,161,322,25,115.114352515756,-0.355587371560806,0.34742147562089,-1.02350429237376,0.306069471455736,0.396402475183992
"SAOUHSC_00276",130,111,104,158,326,23,112.731977714519,-0.362842771064161,0.367100962244206,-0.988400490279259,0.322956547501998,0.413024516541908
"SAOUHSC_00277",114,98,78,139,293,40,109.960565685665,-0.696399757057247,0.335093091096158,-2.07822773898197,0.0376883883630639,0.066018365412282
"SAOUHSC_00278",150,60,76,132,194,24,88.0515904054882,-0.278893749248005,0.365587152182944,-0.762865291033104,0.445543737833284,0.535596086318004
"SAOUHSC_00279",1926,1266,1620,606,772,52,869.303768365609,1.98331935981736,0.370390263990544,5.35467465707468,8.57104949538088e-08,5.16836264028626e-07
"SAOUHSC_00280",2646,1569,2079,882,1029,199,1226.69942125712,1.49856394160986,0.270403839475608,5.54194771981054,2.99125622981646e-08,1.93800744815156e-07
"SAOUHSC_00281",661,508,505,2540,5209,925,1596.92081427984,-2.48621332583968,0.328728072180175,-7.56313055149421,3.93482319698167e-14,5.70767964851064e-13
"SAOUHSC_00282",9524,6250,4084,12459,13473,1710,6538.01735404746,-0.432400781089665,0.298021711584723,-1.45090362306285,0.146806698912804,0.213782649671686
"SAOUHSC_00284",550,303,353,342,421,41,275.350577546587,0.695657622319088,0.302698775692889,2.29818445987005,0.0215512927871874,0.040366158871841
"SAOUHSC_00285",3841,4636,3082,7478,10580,1280,4331.53290712045,-0.647042440675164,0.277001207627942,-2.33588310396194,0.0194973347886174,0.0370506121783698
"SAOUHSC_00287",3842,4050,2841,6996,10358,2826,5099.03089511458,-1.18364156511539,0.383828991742726,-3.08377321822727,0.00204393335597237,0.00495976765097014
"SAOUHSC_00289",11,11,8,2,1,0,4.66876599921912,3.28812983057146,1.07942649791164,3.04618224300866,0.00231767310313862,0.0055373670034234
"SAOUHSC_00290",4398,3303,3358,4010,6278,1206,3395.44852076774,-0.172705170006812,0.276576780738771,-0.624438427352777,0.532339695214554,0.614473450134925
"SAOUHSC_00291",217,179,108,427,1067,100,282.046677702052,-1.55949538879839,0.3769988111732,-4.13660558754901,3.52481199769662e-05,0.000125044621276982
"SAOUHSC_00292",401,317,249,541,1270,231,463.215246693123,-1.22370161745366,0.375651335596599,-3.25754629757994,0.00112379924702928,0.00291839451770795
"SAOUHSC_00293",897,544,495,749,1207,150,565.654849457883,-0.0948713968236363,0.257001229703595,-0.369147637671047,0.712017682784589,0.777531647741766
"SAOUHSC_00294",3641,3753,2413,1731,1196,206,1856.20986995306,1.68626158475735,0.33888481727087,4.97591364032553,6.49405972715168e-07,3.33779329677028e-06
"SAOUHSC_00295",1839,2314,1336,1538,1113,192,1200.54533571244,0.994689874946283,0.357402192210989,2.78311072686168,0.00538404280053311,0.0117245502520367
"SAOUHSC_00296",1155,1062,837,1041,1773,517,1050.51938912999,-0.458412232467656,0.41906118251104,-1.09390287528141,0.27399757759027,0.362782796697868
"SAOUHSC_00297",1295,952,678,2292,3415,682,1423.14933708066,-1.27866128485404,0.301620623559622,-4.23930323385624,2.2421462294531e-05,8.29213003555529e-05
"SAOUHSC_00298",2638,2282,1774,1039,1240,276,1371.06418708034,1.2488349671277,0.27515088593866,4.53872777064618,5.65946427836345e-06,2.39107786906261e-05
"SAOUHSC_00299",469,302,286,423,859,59,315.362020237687,-0.150192162844089,0.357923532916234,-0.419620810122142,0.674762483565564,0.74400542423551
